Date,AAPL,AMD,BAC,BBY,CVX,GE,HD,JNJ,JPM,KO,LLY,MRK,MSFT,PEP,PFE,PG,RRC,UNH,WMT,XOM
2004-04-01,0.411,16.79,26.343,21.861,21.506,109.846,23.524,29.496,24.796,14.215,36.831,21.07,15.751,32.152,15.879,30.955,7.459,26.467,39.273,22.094
2004-04-02,0.417,17.45,26.032,22.538,21.523,111.424,23.271,29.882,24.565,14.314,37.43,21.197,16.235,31.974,16.062,30.993,7.67,26.528,39.441,22.301
2004-04-05,0.43,17.43,26.272,22.613,21.775,113.29,23.626,30.08,24.695,14.215,37.675,21.305,16.298,32.348,16.12,31.064,7.565,27.294,39.468,22.482
2004-04-06,0.422,17.1,26.514,22.35,21.772,113.075,23.435,30.057,24.547,14.297,37.474,21.239,16.204,32.484,15.973,31.253,7.602,27.367,39.724,22.45
2004-04-07,0.414,16.9,26.336,21.965,21.944,112.644,23.15,29.998,24.47,14.356,37.812,21.093,16.072,32.561,15.915,31.093,7.732,27.237,39.024,22.296
2004-04-08,0.418,17.0,26.207,21.928,21.99,112.68,22.966,29.701,24.34,14.401,37.528,20.994,16.003,32.502,15.883,31.078,7.633,27.09,38.156,22.589
2004-04-12,0.426,17.37,26.504,21.911,22.364,113.433,23.131,29.893,24.583,14.291,37.708,21.117,16.084,32.662,15.915,31.288,7.806,27.734,38.593,22.94
2004-04-13,0.409,17.16,26.029,21.355,22.191,111.209,22.75,30.004,23.683,14.302,37.779,20.971,15.984,32.508,15.79,30.941,7.732,27.453,38.008,22.786
2004-04-14,0.404,17.12,25.897,21.568,22.249,109.344,22.725,30.711,23.228,14.387,38.362,21.375,16.021,32.603,15.977,30.906,7.645,27.253,38.647,23.041
2004-04-15,0.445,16.22,25.958,21.589,22.371,110.348,22.75,31.832,22.932,14.389,39.718,22.1,15.839,32.544,16.66,30.996,7.831,26.051,38.896,23.243
2004-04-16,0.443,16.05,26.12,22.153,22.428,112.034,22.966,31.604,23.222,14.595,39.473,22.147,15.802,32.532,16.785,30.953,7.874,26.646,39.334,23.339
2004-04-19,0.43,16.29,26.242,22.195,22.462,111.568,22.839,31.481,23.281,14.895,39.991,22.081,16.034,32.698,16.767,30.967,7.973,26.504,39.286,23.27
2004-04-20,0.421,15.79,25.893,22.111,22.01,109.308,22.617,31.02,22.796,14.693,39.364,21.738,15.908,32.187,16.374,30.555,7.893,25.868,39.105,23.041
2004-04-21,0.421,16.28,26.055,22.379,21.973,110.133,22.547,31.341,22.288,14.651,39.996,21.874,15.984,32.461,16.463,30.388,7.893,26.385,39.273,22.855
2004-04-22,0.422,16.46,26.317,23.012,22.445,110.671,23.061,31.318,22.702,14.462,40.329,21.987,16.298,32.591,16.303,30.708,7.979,26.972,39.441,23.041
2004-04-23,0.42,16.36,26.336,23.242,22.418,110.097,23.15,31.341,22.654,14.347,39.855,21.996,17.296,32.627,16.249,30.814,7.955,26.866,39.69,22.865
2004-04-26,0.412,16.0,26.272,22.945,22.555,110.312,23.061,31.47,22.802,14.246,39.964,21.94,17.108,32.472,16.191,30.887,8.016,26.031,39.132,22.887
2004-04-27,0.409,15.59,26.446,23.343,22.711,109.595,23.175,31.738,22.844,14.252,40.198,22.227,17.095,32.443,16.258,31.001,8.14,26.284,39.441,23.28
2004-04-28,0.401,15.17,26.158,22.882,22.43,107.694,22.833,31.639,22.435,14.111,40.127,22.316,16.681,31.997,16.008,30.573,7.985,25.807,39.024,22.945
2004-04-29,0.406,14.6,26.078,22.689,22.09,107.801,22.668,31.587,22.27,14.181,39.991,22.1,16.631,32.128,15.87,31.101,7.732,25.371,38.748,22.637
2004-04-30,0.391,14.22,26.026,22.719,22.371,107.442,22.325,31.546,22.24,14.212,40.214,22.109,16.411,32.354,15.955,31.048,7.744,25.045,38.364,22.642
2004-05-03,0.396,14.22,26.184,22.58,22.785,108.698,22.351,32.071,22.394,14.226,40.666,22.438,16.549,32.579,16.16,31.342,8.085,25.444,38.055,23.243
2004-05-04,0.397,14.46,26.359,22.442,22.758,109.2,22.433,31.995,22.66,14.128,41.042,22.509,16.536,32.294,16.334,31.198,8.078,25.053,37.691,23.158
2004-05-05,0.404,14.35,26.375,22.744,23.078,109.38,22.37,31.575,22.506,14.358,41.042,22.49,16.518,32.371,16.343,31.348,7.701,25.477,37.597,23.408
2004-05-06,0.403,14.37,25.9,22.363,22.865,109.308,21.799,32.019,22.24,14.353,41.549,22.631,16.404,32.567,16.307,31.632,7.67,25.135,36.736,23.323
2004-05-07,0.405,14.91,25.399,21.818,22.408,107.622,20.936,32.287,21.578,14.26,41.162,22.443,16.191,32.276,16.222,31.321,7.428,24.658,36.278,23.014
2004-05-10,0.399,15.02,25.195,21.295,21.802,107.729,21.215,32.375,20.945,14.032,40.525,21.973,16.285,31.944,16.062,31.013,6.853,24.581,37.166,22.376
2004-05-11,0.412,15.48,25.36,21.827,22.239,108.519,21.247,32.194,20.815,14.066,40.236,21.827,16.291,31.932,16.022,31.133,7.051,24.984,36.702,22.815
2004-05-12,0.414,15.14,25.977,21.772,22.452,109.057,21.272,32.252,21.158,14.03,40.354,22.039,16.291,31.849,16.008,31.151,7.1,25.208,37.059,23.029
2004-05-13,0.413,14.67,25.926,21.668,22.462,108.877,21.393,32.071,21.146,13.943,40.107,21.686,16.392,31.558,15.869,30.907,6.883,25.383,37.186,22.885
2004-05-14,0.411,13.87,25.932,21.441,22.662,108.196,21.443,31.998,21.093,14.052,40.43,21.85,16.241,31.914,15.959,31.23,7.014,25.469,37.059,23.174
2004-05-17,0.404,13.88,25.825,20.901,22.561,107.514,21.234,32.103,20.886,13.999,39.927,21.94,16.04,31.778,15.914,31.192,6.939,25.501,36.816,23.056
2004-05-18,0.411,13.95,26.142,21.567,22.226,109.164,21.964,32.062,21.04,14.08,39.73,22.039,16.222,31.617,15.937,31.128,7.001,25.648,37.16,22.863
2004-05-19,0.402,14.49,26.078,21.446,22.157,108.519,21.583,31.857,21.14,13.872,39.352,21.846,16.09,31.41,15.766,30.957,7.063,25.726,36.957,22.815
2004-05-20,0.405,14.19,26.294,21.416,22.056,108.447,21.634,32.033,21.241,13.948,39.587,21.874,16.16,31.944,15.641,31.312,7.032,25.518,36.998,22.885
2004-05-21,0.411,14.24,26.343,21.437,22.083,109.954,21.868,32.244,21.341,13.878,39.407,21.916,16.26,31.742,15.605,31.377,7.057,25.746,37.166,22.815
2004-05-24,0.415,14.36,26.369,21.571,22.221,110.42,21.983,31.875,21.341,14.004,38.744,21.756,16.178,31.718,15.443,31.16,7.317,25.958,37.099,22.922
2004-05-25,0.431,14.92,26.656,22.459,22.591,111.963,22.395,32.491,21.791,14.162,39.456,22.029,16.392,31.956,15.573,31.626,7.435,25.917,37.436,23.468
2004-05-26,0.433,15.12,26.818,22.543,22.421,112.25,22.497,32.561,21.785,14.114,40.195,22.072,16.417,31.647,15.641,31.58,7.447,25.668,37.295,23.324
2004-05-27,0.428,15.2,26.711,22.359,22.231,112.142,22.738,32.743,21.856,14.423,40.491,22.311,16.448,31.784,15.869,31.867,7.354,26.247,37.76,23.227
2004-05-28,0.426,15.55,26.879,22.095,22.278,111.64,22.788,32.696,21.791,14.432,40.332,22.25,16.474,31.689,15.842,31.644,7.354,26.581,37.598,23.163
2004-06-01,0.426,15.3,26.85,22.333,22.5,111.353,22.687,32.731,21.797,14.353,40.918,22.749,16.398,31.742,15.892,31.873,7.54,26.642,37.402,23.404
2004-06-02,0.439,15.08,27.141,22.392,22.517,111.568,22.63,32.984,22.063,14.597,40.786,22.673,16.411,32.217,16.022,31.935,7.608,26.756,38.016,23.447
2004-06-03,0.431,14.59,27.108,21.781,22.411,111.209,22.509,33.213,21.862,14.55,40.71,22.744,16.26,32.045,15.937,31.682,7.577,26.715,38.185,23.324
2004-06-04,0.437,15.12,27.294,21.902,22.229,112.034,22.414,33.089,22.051,14.69,41.06,22.848,16.298,32.265,15.968,31.659,7.484,26.459,38.178,23.227
2004-06-07,0.452,15.8,27.631,22.216,22.712,113.649,22.738,33.289,22.56,14.814,41.421,22.777,16.599,32.461,16.147,32.137,7.484,26.691,38.792,23.565
2004-06-08,0.461,16.18,27.474,22.426,22.463,112.895,22.849,33.436,22.512,14.786,41.268,22.929,16.706,32.627,16.201,32.369,7.652,26.504,38.914,23.506
2004-06-09,0.458,15.51,27.278,22.459,22.179,111.855,22.537,33.312,22.288,14.547,40.277,22.683,16.624,32.555,16.062,32.507,7.59,26.337,38.475,23.27
2004-06-10,0.467,15.75,27.494,22.405,22.374,112.967,22.734,33.494,22.359,14.51,40.315,22.649,16.813,32.764,15.986,32.437,8.116,26.015,38.59,23.554
2004-06-14,0.457,15.15,26.952,22.216,22.179,113.254,22.582,33.459,22.222,14.51,39.801,22.232,16.894,32.591,15.757,32.442,8.054,25.888,38.037,23.484
2004-06-15,0.466,15.39,27.5,22.229,22.327,114.115,22.747,32.99,22.033,14.468,39.757,22.73,17.215,32.901,15.73,32.589,8.209,25.958,38.259,23.608
2004-06-16,0.497,15.24,27.402,21.793,22.67,115.191,22.893,32.796,22.075,14.457,40.075,22.792,17.158,32.925,15.789,32.63,8.191,25.99,37.861,23.956
2004-06-17,0.498,14.76,27.317,21.755,22.864,116.088,22.684,32.602,22.075,14.428,40.261,22.905,17.441,32.758,15.811,32.393,8.624,25.97,37.679,23.977
2004-06-18,0.499,14.88,27.592,21.575,23.022,116.877,22.493,32.426,22.021,14.513,40.283,22.924,17.805,32.794,15.883,32.34,8.643,26.072,37.524,24.09
2004-06-21,0.491,14.1,27.732,21.441,22.993,116.949,22.715,32.444,21.885,14.451,39.784,22.73,17.805,32.734,15.78,32.577,8.655,25.351,37.058,23.956
2004-06-22,0.501,14.67,27.595,21.483,23.123,117.846,22.283,32.497,21.862,14.409,39.927,22.559,17.767,33.122,15.645,32.812,8.705,25.013,36.471,24.047
2004-06-23,0.511,15.4,27.676,21.668,23.382,119.891,22.537,32.655,22.252,14.488,40.042,22.664,17.774,33.086,15.672,32.847,8.823,25.037,36.127,24.347
2004-06-24,0.504,15.32,27.895,22.028,23.264,120.071,22.512,32.684,22.341,14.414,39.817,22.711,17.83,32.871,15.605,32.454,8.829,24.972,35.858,24.245
2004-06-25,0.511,15.5,27.425,21.952,23.015,116.137,22.416,31.986,22.471,14.149,39.089,22.28,17.943,32.197,15.161,32.137,9.033,25.147,35.426,23.699
2004-06-28,0.493,15.29,27.66,21.663,22.874,116.607,22.55,32.262,22.447,14.231,39.253,22.346,17.761,32.299,15.269,32.049,8.711,24.748,35.392,23.768
2004-06-29,0.493,15.82,27.611,21.232,23.027,116.679,22.366,32.714,22.648,14.273,38.459,22.446,17.899,32.019,15.394,32.196,8.779,25.017,35.068,23.87
2004-06-30,0.494,15.9,27.627,21.249,23.192,116.931,22.385,32.69,22.932,14.256,38.273,22.517,17.937,32.126,15.367,31.955,9.046,25.359,35.419,23.784
2004-07-01,0.49,15.5,27.418,20.83,23.034,115.524,22.251,32.555,22.777,14.222,37.737,22.303,17.981,31.929,15.21,31.844,9.535,25.176,34.92,23.881
2004-07-02,0.472,15.27,27.5,20.666,22.98,114.297,22.06,32.485,22.723,14.27,37.978,22.213,17.943,31.744,15.215,31.891,9.362,24.829,35.034,23.95
2004-07-06,0.47,14.81,27.314,20.545,23.015,114.874,22.048,32.25,22.228,14.307,37.381,22.09,17.598,31.899,15.183,31.785,9.479,24.475,35.136,24.154
2004-07-07,0.461,15.2,27.5,21.048,23.027,115.56,22.257,32.004,21.995,14.239,36.97,21.953,17.648,31.816,15.116,31.943,9.51,24.96,35.298,24.298
2004-07-08,0.457,15.1,27.298,20.461,23.005,114.405,21.806,32.139,21.93,14.279,37.162,21.768,17.359,31.709,15.215,32.02,9.294,24.577,35.203,24.272
2004-07-09,0.456,14.81,27.396,20.49,23.153,116.101,21.857,32.274,21.978,14.409,36.68,21.739,17.497,31.631,15.242,32.12,9.356,24.544,34.92,24.341
2004-07-12,0.442,14.43,27.702,20.599,23.116,117.653,22.041,32.215,22.019,14.355,37.293,21.649,17.516,31.643,15.071,32.213,9.541,24.662,35.223,24.336
2004-07-13,0.443,14.5,27.794,20.771,23.16,118.519,22.168,32.503,22.163,14.307,37.463,21.592,17.334,31.709,15.313,32.225,9.634,25.253,35.763,24.213
2004-07-14,0.449,13.74,27.523,20.637,23.35,119.566,21.946,32.819,21.751,14.448,37.222,21.654,17.667,31.846,15.246,32.331,9.851,25.216,35.473,24.347
2004-07-15,0.5,12.97,27.376,20.515,23.36,120.432,21.831,32.485,21.482,14.358,36.587,21.194,17.504,30.957,14.605,32.29,9.876,26.768,35.304,24.272
2004-07-16,0.489,12.64,27.578,19.961,23.51,119.422,21.571,33.336,21.405,14.284,36.297,21.237,17.259,31.184,14.515,32.343,10.025,26.74,35.52,24.545
2004-07-19,0.485,12.55,27.876,19.433,23.453,119.927,21.157,33.101,21.482,14.217,35.875,21.071,17.554,31.088,14.394,32.096,10.062,26.614,35.662,24.582
2004-07-20,0.489,12.68,27.836,20.003,23.355,119.855,21.615,33.048,21.721,14.143,35.405,21.251,17.786,30.802,14.493,31.99,10.087,26.862,35.925,24.582
2004-07-21,0.48,12.12,27.396,19.982,23.148,117.653,21.323,32.72,21.972,13.895,35.739,21.137,18.125,30.48,14.345,31.395,9.82,26.198,35.837,24.191
2004-07-22,0.481,12.64,27.709,20.008,23.224,118.664,21.494,33.007,21.948,13.83,35.443,21.502,18.213,30.129,14.574,31.477,9.634,26.047,35.696,24.309
2004-07-23,0.466,12.12,27.706,19.768,23.091,117.364,20.986,32.714,21.799,12.756,34.332,21.407,17.604,30.331,14.48,30.953,9.498,25.624,35.864,24.272
2004-07-26,0.474,11.65,27.84,19.324,23.032,116.607,20.909,32.532,21.763,12.511,34.02,21.332,18.0,30.737,14.229,31.324,9.207,25.945,35.52,24.277
2004-07-27,0.492,11.61,27.751,19.89,23.128,118.375,21.259,32.661,22.025,12.355,34.529,21.351,17.862,30.409,14.39,31.778,9.777,25.053,36.363,24.32
2004-07-28,0.49,11.33,27.729,19.705,23.242,120.143,21.304,32.679,22.121,12.336,34.868,21.341,17.949,30.522,14.175,31.513,9.684,25.176,36.37,24.534
2004-07-29,0.495,11.84,27.742,19.995,23.53,119.855,21.444,32.555,22.163,12.161,34.841,21.521,17.887,29.753,14.314,31.206,10.446,26.076,36.08,24.652
2004-07-30,0.491,12.49,27.755,20.209,23.572,119.999,21.444,32.438,22.276,12.387,34.885,21.497,17.893,29.812,14.327,30.752,10.378,25.624,35.763,24.797
2004-08-02,0.479,12.29,27.97,20.356,23.776,120.035,21.641,32.585,22.324,12.485,34.791,21.554,17.912,30.456,14.435,31.454,10.396,25.685,35.878,24.77
2004-08-03,0.475,11.6,28.016,19.722,24.313,118.628,21.316,32.532,22.121,12.457,34.611,21.27,17.629,30.528,14.547,31.643,10.235,25.383,35.669,25.113
2004-08-04,0.482,11.86,27.784,19.584,23.806,118.664,21.361,32.62,22.204,12.483,34.846,21.284,17.623,30.981,14.524,31.878,10.13,25.4,35.891,24.764
2004-08-05,0.476,11.81,27.392,19.152,23.609,116.282,20.973,32.409,21.649,12.384,33.62,21.061,17.29,30.713,14.188,31.342,9.709,25.241,35.115,24.545
2004-08-06,0.452,11.26,27.396,18.833,23.121,113.755,20.922,32.045,21.536,12.285,33.395,20.668,17.045,30.319,13.978,31.247,9.201,24.992,34.63,24.165
2004-08-09,0.46,11.17,27.402,18.807,23.32,114.946,20.928,31.98,21.524,12.206,33.105,20.891,17.07,30.289,13.986,31.306,9.448,25.0,34.657,24.4
2004-08-10,0.478,11.52,27.751,18.946,23.232,115.813,21.221,32.274,22.073,12.274,33.428,21.166,17.409,30.462,14.112,31.961,9.56,25.693,35.156,24.256
2004-08-11,0.471,10.93,27.925,18.715,23.38,116.21,21.043,32.866,22.019,12.553,34.472,21.332,17.215,30.868,14.319,32.238,9.405,26.153,34.832,24.315
2004-08-12,0.461,10.9,27.853,18.577,23.256,114.08,20.954,33.043,21.995,12.381,34.174,21.232,16.882,30.486,14.166,32.014,8.916,26.182,35.52,24.008
2004-08-13,0.468,11.06,27.738,18.719,23.559,115.091,21.075,32.762,22.001,12.531,33.905,21.137,16.97,30.343,14.04,32.114,9.046,26.438,36.026,24.202
2004-08-16,0.467,11.24,28.111,19.508,23.821,116.57,21.609,33.087,22.521,12.573,34.742,21.365,17.014,30.337,14.153,32.415,8.934,26.569,36.633,24.293
2004-08-17,0.469,11.38,28.365,19.852,23.393,115.993,22.321,33.352,22.634,12.519,34.598,21.317,16.989,30.003,14.144,32.338,8.705,26.479,37.085,23.9
2004-08-18,0.482,11.87,28.551,20.066,23.401,118.303,22.913,33.641,22.867,12.587,35.551,21.716,17.246,29.973,14.355,32.551,9.256,26.508,36.828,24.142
2004-08-19,0.466,11.75,28.62,20.343,23.135,118.05,23.046,33.494,22.676,12.432,35.435,21.531,17.033,29.92,14.189,32.126,9.207,26.438,37.099,24.293
2004-08-20,0.467,11.97,28.894,20.448,23.403,117.834,23.122,33.647,23.064,12.485,35.518,21.844,17.083,29.807,14.306,32.344,9.424,26.711,36.957,24.38
2004-08-23,0.472,12.26,28.829,20.394,23.14,117.328,22.893,33.653,23.004,12.522,35.463,21.91,17.158,29.741,14.265,32.285,9.25,26.463,36.382,24.239
2004-08-24,0.485,11.95,28.956,20.494,23.184,117.761,23.103,33.724,23.028,12.432,35.628,21.971,17.158,29.437,14.211,32.403,9.207,26.471,36.423,24.164
2004-08-25,0.502,12.2,28.953,20.641,23.309,118.339,23.275,34.013,23.535,12.522,35.507,21.815,17.354,29.216,14.382,32.61,9.194,26.548,36.585,24.347
2004-08-26,0.526,11.82,28.796,20.771,23.485,118.339,23.256,33.93,23.541,12.556,34.984,21.355,17.284,29.461,14.563,32.845,9.077,26.601,36.436,24.38
2004-08-27,0.521,11.96,29.061,20.322,23.669,118.267,23.269,34.042,23.702,12.629,35.419,21.403,17.297,29.377,14.716,33.011,9.139,26.74,36.22,24.482
2004-08-30,0.518,11.59,29.103,20.02,23.731,117.545,23.23,33.942,23.332,12.525,34.802,21.298,17.196,29.437,14.554,32.733,8.947,26.544,35.976,24.315
2004-08-31,0.523,11.43,29.371,19.521,24.228,118.339,23.304,34.272,23.619,12.627,34.94,21.317,17.196,29.812,14.725,33.005,9.294,26.939,35.618,24.838
2004-09-01,0.544,11.7,28.79,19.617,24.519,118.664,23.508,34.09,23.428,12.607,35.303,21.293,17.253,29.657,14.581,33.14,9.672,27.159,35.591,25.021
2004-09-02,0.541,11.68,28.922,20.561,24.777,119.566,24.152,34.048,23.786,12.819,35.683,21.556,17.398,30.182,14.738,33.311,9.913,27.436,35.922,25.312
2004-09-03,0.535,10.9,28.764,20.587,24.792,118.519,23.89,34.125,23.78,12.847,35.782,21.743,17.076,30.313,14.671,33.347,9.87,27.31,36.01,25.355
2004-09-07,0.543,10.97,29.199,20.792,24.83,120.324,23.992,34.131,23.792,12.892,36.344,21.886,17.234,30.439,14.757,33.406,9.963,27.775,36.037,25.403
2004-09-08,0.552,10.86,29.094,20.582,24.8,121.479,23.756,34.373,23.493,12.271,35.832,21.819,17.171,29.768,14.77,33.453,9.82,27.946,35.895,25.36
2004-09-09,0.542,11.6,29.265,20.549,25.118,122.201,23.591,33.924,23.714,12.288,36.195,21.638,17.184,30.127,14.621,33.075,9.944,27.942,35.55,25.581
2004-09-10,0.544,12.21,29.417,21.17,24.862,122.273,23.928,33.96,23.75,12.132,36.261,21.881,17.316,30.145,14.36,33.129,9.926,28.056,36.145,25.522
2004-09-13,0.54,12.9,29.338,21.359,25.317,121.804,23.858,34.302,23.368,12.158,36.041,21.728,17.165,30.355,14.482,33.182,10.031,28.113,36.078,25.592
2004-09-14,0.539,12.7,29.252,21.103,25.456,122.056,24.311,34.42,23.565,12.178,36.597,21.776,17.284,30.265,14.477,33.406,9.901,28.492,35.99,25.576
2004-09-15,0.534,12.22,29.133,22.076,25.366,121.01,24.47,34.32,23.32,11.692,36.977,21.705,17.127,29.648,14.355,33.199,9.746,28.63,35.78,25.554
2004-09-16,0.552,12.17,29.246,22.504,25.331,121.01,24.668,34.284,23.619,11.374,36.763,21.599,17.171,29.331,14.324,32.969,9.795,28.426,35.686,25.619
2004-09-17,0.564,12.7,29.457,22.399,25.814,123.5,24.419,34.52,23.66,11.448,36.559,21.499,17.328,29.768,14.297,33.176,9.733,28.443,35.489,26.061
2004-09-20,0.572,12.79,29.265,22.441,25.858,123.464,24.515,34.166,23.499,11.488,36.074,21.356,17.328,29.444,13.968,32.067,10.006,28.414,35.3,25.974
2004-09-21,0.577,13.03,29.47,22.681,26.599,124.366,24.725,34.154,23.929,11.57,35.882,21.437,17.171,29.313,13.923,32.362,10.198,28.724,35.341,26.664
2004-09-22,0.56,12.98,28.969,22.441,26.41,122.453,24.381,33.8,23.78,11.482,35.199,21.394,17.083,29.163,13.612,32.02,10.18,28.638,34.942,26.325
2004-09-23,0.566,12.82,28.738,22.508,26.002,121.328,24.324,33.364,23.547,11.368,34.967,21.164,17.228,29.061,13.49,32.008,10.378,28.553,35.53,25.732
2004-09-24,0.566,12.42,29.008,22.517,26.256,121.291,24.496,33.358,23.72,11.36,35.056,21.083,17.19,28.941,13.368,31.89,10.663,29.058,35.713,25.77
2004-09-27,0.57,12.47,28.903,22.408,26.688,120.239,24.419,33.346,23.35,11.257,34.637,21.255,17.127,28.767,13.35,31.625,10.694,29.567,35.516,25.84
2004-09-28,0.577,12.46,28.81,22.454,26.872,120.928,24.751,33.683,23.499,11.36,34.169,21.475,17.177,28.809,13.558,31.707,10.899,30.011,35.692,26.147
2004-09-29,0.587,12.8,28.751,23.079,26.653,121.437,25.101,33.641,23.678,11.365,34.059,21.547,17.373,28.809,13.603,32.114,10.781,29.42,35.841,25.942
2004-09-30,0.588,13.0,28.579,22.76,26.658,121.909,24.987,33.228,23.708,11.377,33.068,15.776,17.417,29.139,13.792,31.914,10.843,30.04,35.976,26.039
2004-10-01,0.587,13.43,29.127,22.97,26.798,123.324,25.018,33.624,24.072,11.451,33.811,15.925,17.795,29.995,13.959,32.232,10.936,30.048,35.929,26.341
2004-10-04,0.589,13.7,29.252,23.113,26.768,123.869,25.267,33.771,23.928,11.576,33.899,16.364,17.713,29.792,14.107,32.049,11.004,29.828,36.051,26.357
2004-10-05,0.598,13.68,29.496,22.983,27.061,123.615,25.197,33.895,23.747,11.544,34.147,15.982,17.876,29.558,14.103,31.996,11.097,30.068,36.118,26.572
2004-10-06,0.617,13.97,29.846,23.13,27.538,124.813,25.312,34.066,23.765,11.618,33.85,15.141,17.971,29.528,14.053,32.02,11.141,30.39,36.504,26.955
2004-10-07,0.601,14.11,29.964,23.121,27.444,123.252,25.044,32.986,23.789,11.397,32.798,14.811,17.744,29.354,13.517,31.631,10.787,30.508,36.213,26.799
2004-10-08,0.593,13.5,29.773,22.814,27.478,122.489,24.872,32.633,23.861,11.363,32.533,14.505,17.631,29.229,13.431,31.519,10.787,29.901,35.74,26.853
2004-10-11,0.586,13.95,29.951,23.163,27.29,123.433,25.541,32.656,23.699,11.365,32.489,14.696,17.675,29.187,13.661,31.648,10.632,29.84,35.773,26.826
2004-10-12,0.581,13.7,30.03,23.121,27.071,123.506,25.401,33.517,23.777,11.3,31.471,14.749,17.656,28.923,13.458,31.566,10.57,29.567,35.787,26.599
2004-10-13,0.603,13.84,29.687,23.193,26.494,122.381,25.363,33.334,23.615,11.189,31.003,14.376,17.656,28.779,13.319,31.265,10.112,29.335,35.537,26.12
2004-10-14,0.683,13.59,29.153,23.34,26.534,121.473,25.057,33.34,23.187,11.121,30.854,14.433,17.511,28.66,13.107,31.236,10.298,29.6,35.232,26.244
2004-10-15,0.691,14.0,29.674,23.836,26.539,121.8,25.375,33.376,23.314,11.135,31.581,14.581,17.631,28.929,12.845,31.66,10.18,29.881,35.523,26.411
2004-10-18,0.725,14.19,29.668,24.147,26.296,123.034,25.611,33.812,23.47,11.147,31.608,14.772,17.895,29.342,13.071,31.643,10.186,29.881,35.787,26.265
2004-10-19,0.72,14.75,29.259,23.761,26.216,121.364,25.331,33.393,22.856,11.186,30.837,14.897,17.75,29.468,13.071,31.253,10.062,27.09,35.625,26.028
2004-10-20,0.72,15.41,28.837,23.487,26.524,120.602,25.165,33.918,22.417,11.206,30.342,15.012,18.078,29.247,12.755,31.733,10.105,28.459,35.489,26.33
2004-10-21,0.728,15.95,28.962,24.009,26.534,121.146,25.324,34.084,22.688,11.215,28.987,14.945,17.99,29.265,12.818,31.769,10.099,27.803,35.239,26.298
2004-10-22,0.72,15.56,28.889,23.925,26.509,119.621,24.967,33.795,22.549,11.05,28.552,14.61,17.473,29.037,12.503,31.431,10.099,28.459,35.158,26.238
2004-10-25,0.722,15.5,28.771,23.941,26.559,119.44,24.649,33.671,22.279,10.979,27.776,14.576,17.404,28.887,12.521,31.004,10.043,28.19,35.368,26.298
2004-10-26,0.728,15.62,28.936,24.387,26.813,122.09,25.286,33.759,22.562,11.164,28.883,14.658,17.574,29.019,12.769,31.526,10.13,28.927,35.719,26.61
2004-10-27,0.763,16.23,29.259,24.9,26.325,123.252,26.0,34.078,22.88,11.485,30.948,14.925,17.732,29.738,13.089,30.679,9.988,29.657,36.328,26.373
2004-10-28,0.792,16.69,29.364,25.001,26.077,123.542,26.236,34.219,23.157,11.502,30.859,15.093,17.643,29.672,12.94,30.4,9.578,29.596,36.511,26.19
2004-10-29,0.795,16.82,29.542,24.9,26.37,123.869,26.185,34.438,23.23,11.55,30.237,14.968,17.618,29.696,13.048,30.323,9.733,29.494,36.463,26.518
2004-11-01,0.796,17.34,29.753,25.106,26.316,123.615,26.185,34.473,23.169,11.513,30.369,13.52,17.687,29.528,12.981,30.216,9.882,29.42,36.416,26.303
2004-11-02,0.812,17.7,29.793,24.875,25.893,123.615,26.223,34.237,23.199,11.547,30.353,12.812,17.788,29.732,12.936,30.199,9.888,29.302,36.619,26.093
2004-11-03,0.839,17.1,30.103,25.165,26.425,124.631,26.268,35.069,23.38,11.604,31.184,13.324,17.933,30.031,13.274,30.726,10.167,30.769,36.842,26.545
2004-11-04,0.826,16.98,30.505,26.006,27.026,127.39,26.733,34.933,23.855,11.749,31.564,12.918,18.267,30.672,13.098,31.514,10.57,31.673,38.046,27.041
2004-11-05,0.831,17.09,30.307,25.812,27.101,127.753,26.956,34.909,23.681,11.76,31.718,12.53,18.462,30.666,12.976,31.71,10.564,32.378,38.188,27.149
2004-11-08,0.825,17.37,30.321,25.632,26.519,127.499,27.058,35.299,23.639,11.726,31.361,12.702,18.443,30.469,12.805,31.573,10.366,32.37,38.228,27.03
2004-11-09,0.82,17.22,30.294,25.035,26.226,128.588,26.81,35.293,23.536,11.715,31.129,12.43,18.752,30.558,12.692,31.265,10.229,32.309,38.086,26.711
2004-11-10,0.831,17.29,30.492,25.102,26.166,128.225,26.778,35.464,23.44,11.695,30.822,12.626,18.727,30.738,12.456,31.401,10.403,32.981,37.904,26.906
2004-11-11,0.839,18.59,31.073,25.14,26.301,129.968,27.262,35.747,23.579,11.635,31.027,12.502,18.884,30.87,12.311,31.994,10.36,33.282,38.289,26.9
2004-11-12,0.842,21.02,31.29,25.114,27.121,131.602,27.549,36.153,23.573,11.587,31.149,12.645,18.878,31.277,12.447,32.349,10.477,33.201,38.445,27.312
2004-11-15,0.838,20.98,31.218,25.918,26.325,131.057,27.912,36.248,23.567,11.527,31.686,12.951,19.229,31.103,12.524,32.278,10.341,33.266,39.019,26.857
2004-11-16,0.834,20.88,30.848,25.472,26.31,131.057,27.409,36.171,23.151,11.434,31.481,13.137,19.039,30.696,12.388,32.201,10.26,32.903,38.472,26.765
